length,entropy,mean,std,median,chi2_stat,chi2_p_value,unique_bytes,unique_ratio,max_freq,min_freq,freq_range,freq_std,mod_8,mod_16,is_mod_8,is_mod_16,first_byte,starts_with_0x30,is_der,autocorr_1,autocorr_2,autocorr_8,bit_entropy,nibble_chi2,rep_8,rep_16,algorithm
300,7.263612,133.3867,74.7024,142.0,271.7333,0.225209,175,0.6836,6,0,6,1.1153,4,12,0,0,223,0,0,-0.035106,-0.021953,-0.04419,0.997836,7.5733,0,0,RC4
300,7.34231,123.0,74.2466,128.0,227.36,0.892764,181,0.707,5,0,5,1.0202,4,12,0,0,191,0,0,-0.00881,0.007592,-0.123016,0.997801,22.7733,0,0,RC4
300,7.256063,135.7467,77.0069,144.0,270.0267,0.247576,174,0.6797,5,0,5,1.1118,4,12,0,0,184,0,0,0.034932,-0.09616,-0.065453,0.996779,14.56,0,0,RC4
300,7.307632,124.9733,73.8819,126.0,249.5467,0.584587,180,0.7031,5,0,5,1.0688,4,12,0,0,102,0,0,-0.012661,0.003548,-0.041844,0.998713,9.6,0,0,RC4
300,7.247213,131.0167,73.6629,133.0,268.32,0.271179,172,0.6719,5,0,5,1.1083,4,12,0,0,97,0,0,0.031046,-0.038729,0.003704,0.997777,11.6267,0,0,RC4
300,7.355846,126.5733,72.7861,124.5,220.5333,0.941919,183,0.7148,4,0,4,1.0047,4,12,0,0,7,0,0,0.018049,-0.069223,-0.043513,0.998741,7.84,0,0,RC4
300,7.288977,124.9633,74.7145,123.5,251.2533,0.554549,176,0.6875,5,0,5,1.0724,4,12,0,0,241,0,0,0.170287,-0.006979,0.036646,0.998472,6.3467,0,0,RC4
300,7.196728,134.63,72.8243,137.0,292.2133,0.054461,167,0.6523,6,0,6,1.1566,4,12,0,0,133,0,0,-0.001711,0.024283,0.054454,0.997123,10.72,0,0,RC4
300,7.317741,125.7367,75.2929,127.5,235.8933,0.799111,178,0.6953,4,0,4,1.0392,4,12,0,0,243,0,0,0.0299,0.018455,0.002108,0.996996,14.6667,0,0,RC4
300,7.23988,128.58,74.8008,129.0,280.2667,0.132819,173,0.6758,5,0,5,1.1327,4,12,0,0,44,0,0,0.009432,-0.002778,-0.080748,0.99662,17.7067,0,0,RC4
300,7.253213,129.9367,76.5315,136.5,266.6133,0.29596,172,0.6719,5,0,5,1.1047,4,12,0,0,237,0,0,-0.087478,0.100417,0.076809,0.995926,15.6267,0,0,RC4
300,7.336526,127.5933,75.4097,127.5,246.1333,0.643435,184,0.7188,6,0,6,1.0615,4,12,0,0,203,0,0,-0.008464,-0.063864,-0.079746,0.996116,12.3733,0,0,RC4
300,7.294342,124.2133,74.5187,126.0,249.5467,0.584587,177,0.6914,4,0,4,1.0688,4,12,0,0,129,0,0,-0.033754,-0.047186,0.046216,0.99901,18.88,0,0,RC4
350,7.402496,126.1886,74.3197,126.5,248.3086,0.606167,193,0.7539,6,0,6,1.1516,6,14,0,0,63,0,0,0.065867,-0.048317,0.075578,0.997742,17.0286,0,0,RC4
350,7.375226,122.7971,72.7737,122.0,264.4,0.329727,190,0.7422,6,0,6,1.1883,6,14,0,0,30,0,0,-0.094337,0.018788,-0.05713,0.997633,15.2457,0,0,RC4
350,7.362496,127.3,74.5659,131.0,249.7714,0.580647,184,0.7188,5,0,5,1.155,6,14,0,0,60,0,0,-0.023997,-0.024718,-0.05858,0.999437,11.4971,0,0,RC4
350,7.360988,129.16,73.3691,130.0,281.9543,0.118366,190,0.7422,7,0,7,1.2271,6,14,0,0,128,0,0,-0.029411,-0.041255,-0.033276,0.999184,14.4686,0,0,RC4
350,7.436137,129.78,76.3452,130.0,223.44,0.923623,194,0.7578,5,0,5,1.0924,6,14,0,0,43,0,0,-0.010355,-0.018422,-0.088536,0.998273,6.9714,0,0,RC4
350,7.415152,122.6371,74.5009,120.0,238.0686,0.769533,193,0.7539,5,0,5,1.1276,6,14,0,0,100,0,0,0.015302,0.111248,-0.014243,0.997387,16.2514,0,0,RC4
350,7.460866,122.3314,75.4761,119.5,220.5143,0.942027,199,0.7773,5,0,5,1.0852,6,14,0,0,223,0,0,0.075473,-0.053406,0.057519,0.998173,12.9143,0,0,RC4
350,7.387225,131.58,73.9703,132.0,252.6971,0.528991,190,0.7422,6,0,6,1.1617,6,14,0,0,159,0,0,-0.059471,-0.115799,-0.050676,0.998005,12.5943,0,0,RC4
350,7.410194,127.5057,72.0444,122.5,233.68,0.826904,190,0.7422,5,0,5,1.1171,6,14,0,0,130,0,0,0.110411,-0.014453,0.092665,0.997088,14.56,0,0,RC4
350,7.37152,129.6429,73.2428,134.5,264.4,0.329727,188,0.7344,8,0,8,1.1883,6,14,0,0,137,0,0,0.03559,0.005774,-0.11814,0.997357,18.9943,0,0,RC4
350,7.401207,121.66,72.8306,115.0,251.2343,0.554885,193,0.7539,6,0,6,1.1583,6,14,0,0,13,0,0,-0.055268,-0.048265,0.027567,0.996806,9.9429,0,0,RC4
350,7.456267,132.2686,71.8828,128.0,221.9771,0.933295,198,0.7734,5,0,5,1.0888,6,14,0,0,119,0,0,0.080723,-0.044494,-0.032344,0.996994,16.48,0,0,RC4
350,7.356979,122.48,72.9954,120.0,274.64,0.19007,188,0.7344,5,0,5,1.2111,6,14,0,0,159,0,0,-0.073856,-0.04814,-0.090727,0.99817,11.4971,0,0,RC4
350,7.358406,122.9114,74.7493,118.5,273.1771,0.207283,188,0.7344,6,0,6,1.2079,6,14,0,0,31,0,0,-0.060776,0.011255,0.010321,0.997539,24.2057,0,0,RC4
350,7.391439,130.7543,70.1443,135.0,248.3086,0.606167,189,0.7383,5,0,5,1.1516,6,14,0,0,166,0,0,-0.00937,-0.040217,0.0628,0.998045,12.5486,0,0,RC4
400,7.444321,124.3,74.8617,125.0,266.88,0.292013,201,0.7852,5,0,5,1.2763,0,0,1,1,122,0,0,0.084072,0.043087,0.058805,0.997736,14.24,0,0,RC4
400,7.465482,126.5475,76.5775,123.0,254.08,0.504489,202,0.7891,6,0,6,1.2453,0,0,1,1,249,0,0,0.023905,-0.025164,0.018789,0.997282,11.48,0,0,RC4
400,7.527206,121.685,71.9037,119.5,219.52,0.94745,208,0.8125,6,0,6,1.1575,0,0,1,1,158,0,0,0.047629,-0.036399,-0.019607,0.998854,14.28,0,0,RC4
400,7.536457,123.5475,75.9112,119.5,225.92,0.904962,212,0.8281,6,0,6,1.1743,0,0,1,1,141,0,0,0.091549,-0.006689,-0.004363,0.998737,12.0,0,0,RC4
400,7.489553,132.3175,75.8653,135.5,233.6,0.827864,202,0.7891,7,0,7,1.1941,0,0,1,1,173,0,0,-0.065356,-0.006285,0.026522,0.998527,9.8,0,0,RC4
400,7.55791,129.955,75.1876,131.5,220.8,0.940393,216,0.8438,5,0,5,1.1609,0,0,1,1,65,0,0,-0.010271,0.06335,0.003167,0.998737,4.68,0,0,RC4
400,7.449368,133.2025,73.1174,138.5,259.2,0.415097,199,0.7773,7,0,7,1.2578,0,0,1,1,72,0,0,0.068809,-0.08998,-0.025818,0.997533,17.84,0,0,RC4
400,7.492521,130.5875,74.3584,132.0,225.92,0.904962,201,0.7852,5,0,5,1.1743,0,0,1,1,48,1,0,0.001716,0.03581,-0.081847,0.998452,9.36,0,0,RC4
400,7.477021,123.825,71.8108,128.0,247.68,0.617031,203,0.793,6,0,6,1.2295,0,0,1,1,127,0,0,0.041322,0.073928,-0.020516,0.996812,16.92,0,0,RC4
400,7.465384,122.37,75.875,120.5,247.68,0.617031,200,0.7812,6,0,6,1.2295,0,0,1,1,18,0,0,-0.033513,-0.034838,-0.012968,0.998872,24.2,0,0,RC4
400,7.420442,127.5875,73.9995,123.0,286.08,0.08799,198,0.7734,7,0,7,1.3214,0,0,1,1,123,0,0,0.103354,-0.01205,-0.025209,0.998285,16.08,0,0,RC4
400,7.521555,127.235,73.265,132.0,228.48,0.882565,209,0.8164,5,0,5,1.1809,0,0,1,1,69,0,0,-0.039483,-0.005335,0.025919,0.99801,15.44,0,0,RC4
400,7.503182,125.85,73.1952,126.5,236.16,0.795603,207,0.8086,6,0,6,1.2006,0,0,1,1,174,0,0,-0.016619,0.049392,0.047276,0.998301,12.24,0,0,RC4
400,7.502933,129.76,70.5189,129.0,234.88,0.812131,206,0.8047,6,0,6,1.1973,0,0,1,1,105,0,0,-0.037121,0.058727,-0.076675,0.998285,16.12,0,0,RC4
400,7.466707,124.655,72.7177,122.0,260.48,0.39342,204,0.7969,6,0,6,1.2609,0,0,1,1,63,0,0,-0.038399,-0.037179,-0.019283,0.999497,9.88,0,0,RC4
450,7.528429,129.9356,74.7523,135.0,247.4578,0.620855,210,0.8203,6,0,6,1.3035,2,2,0,0,19,0,0,0.015698,-0.045275,-0.081319,0.998583,15.3067,0,0,RC4
450,7.487641,135.0133,74.0897,136.0,271.3511,0.230109,205,0.8008,7,0,7,1.365,2,2,0,0,238,0,0,-0.065036,0.055814,-0.023881,0.998126,13.2089,0,0,RC4
450,7.576058,135.4533,74.4884,141.5,229.2533,0.875155,217,0.8477,7,0,7,1.2547,2,2,0,0,144,0,0,0.020437,0.021247,0.003872,0.998055,14.1689,0,0,RC4
450,7.51033,129.3022,74.2331,131.0,258.8356,0.421332,207,0.8086,7,0,7,1.3331,2,2,0,0,149,0,0,-0.020686,0.003441,-0.045358,0.998708,18.1156,0,0,RC4
450,7.518565,126.8267,74.5528,129.0,257.6978,0.440958,209,0.8164,6,0,6,1.3302,2,2,0,0,177,0,0,0.012863,-0.044422,-0.029599,0.998715,10.2578,0,0,RC4
450,7.558445,127.9111,75.2689,127.5,231.5289,0.85159,213,0.832,7,0,7,1.2609,2,2,0,0,189,0,0,-0.070568,0.085529,0.049002,0.998767,8.48,0,0,RC4
450,7.513089,119.3422,72.1997,110.0,256.56,0.460788,209,0.8164,5,0,5,1.3273,2,2,0,0,55,0,0,0.062033,-0.032467,0.054357,0.996949,20.96,0,0,RC4
450,7.522974,128.0422,74.4123,131.0,256.56,0.460788,211,0.8242,7,0,7,1.3273,2,2,0,0,71,0,0,0.006558,-0.021452,-0.035455,0.99844,16.48,0,0,RC4
450,7.475856,119.7489,71.1641,115.0,278.1778,0.152424,205,0.8008,6,0,6,1.3821,2,2,0,0,247,0,0,0.042775,0.093111,0.018234,0.998501,16.6933,0,0,RC4
450,7.566616,125.6067,74.7495,125.5,236.08,0.796659,217,0.8477,6,0,6,1.2732,2,2,0,0,169,0,0,-0.025627,0.040554,-0.088213,0.999159,8.2311,0,0,RC4
450,7.465764,124.1622,72.8262,123.0,294.1067,0.046529,205,0.8008,7,0,7,1.4211,2,2,0,0,255,0,0,-0.031162,-0.068985,-0.030433,0.998558,12.2844,0,0,RC4
450,7.513755,129.4867,72.3776,131.5,271.3511,0.230109,213,0.832,8,0,8,1.365,2,2,0,0,32,0,0,0.00766,-0.060622,-0.005872,0.999205,22.8089,0,0,RC4
450,7.588106,125.4,73.7939,120.5,205.36,0.990083,214,0.8359,5,0,5,1.1875,2,2,0,0,143,0,0,0.000402,-0.011794,0.001962,0.997939,10.4356,0,0,RC4
450,7.506624,125.6289,72.3918,125.0,266.8,0.293194,209,0.8164,7,0,7,1.3535,2,2,0,0,10,0,0,-0.004258,0.018012,-0.028283,0.998998,13.8489,0,0,RC4
450,7.517698,124.8044,76.5304,127.0,259.9733,0.401957,210,0.8203,6,0,6,1.3361,2,2,0,0,121,0,0,-0.035815,0.001864,-0.065856,0.99892,5.8489,0,0,RC4
500,7.544231,129.396,72.892,128.0,274.144,0.195798,213,0.832,8,0,8,1.4462,4,4,0,0,138,0,0,-0.022531,-0.001462,0.010569,0.999081,17.152,0,0,RC4
500,7.605703,129.34,73.1708,130.0,236.256,0.794332,222,0.8672,6,0,6,1.3426,4,4,0,0,204,0,0,0.057619,-0.033252,0.013269,0.999251,15.264,0,0,RC4
500,7.596238,126.762,76.1462,125.0,239.328,0.751443,221,0.8633,6,0,6,1.3513,4,4,0,0,9,0,0,0.02387,-0.067734,0.028813,0.998686,13.312,0,0,RC4
500,7.606548,126.028,72.7978,125.0,227.04,0.895564,219,0.8555,7,0,7,1.3161,4,4,0,0,72,0,0,0.0418,0.005695,-0.003347,0.999502,15.008,0,0,RC4
500,7.598302,126.742,74.4459,123.0,237.28,0.780506,221,0.8633,6,0,6,1.3455,4,4,0,0,56,0,0,-0.058671,0.02518,0.003443,0.998288,10.56,0,0,RC4
500,7.611877,130.584,73.5882,130.0,232.16,0.844589,223,0.8711,7,0,7,1.3309,4,4,0,0,92,0,0,0.042406,0.039822,-0.021611,0.999271,6.4,0,0,RC4
500,7.564445,127.846,70.4356,126.0,257.76,0.439879,217,0.8477,6,0,6,1.4023,4,4,0,0,141,0,0,0.026667,-0.019333,0.02324,0.998764,26.272,0,0,RC4
500,7.560012,126.474,74.8616,125.0,259.808,0.404755,216,0.8438,6,0,6,1.4079,4,4,0,0,94,0,0,-0.052865,-0.011149,0.008087,0.999101,18.496,0,0,RC4
500,7.589244,127.902,74.0544,125.0,231.136,0.855846,217,0.8477,5,0,5,1.3279,4,4,0,0,191,0,0,0.039863,-0.062441,-0.049697,0.998984,12.48,0,0,RC4
500,7.536115,127.948,76.0433,127.0,282.336,0.115265,216,0.8438,6,0,6,1.4677,4,4,0,0,209,0,0,-0.017071,-0.023928,0.046251,0.999411,30.944,0,0,RC4
500,7.607955,128.488,71.7054,128.5,230.112,0.866572,221,0.8633,7,0,7,1.325,4,4,0,0,112,0,0,-0.02051,0.031605,-0.05214,0.99928,18.528,0,0,RC4
500,7.620342,131.928,73.4337,132.5,236.256,0.794332,226,0.8828,7,0,7,1.3426,4,4,0,0,154,0,0,-0.010494,0.009611,-0.070867,0.998717,12.352,0,0,RC4
500,7.562762,124.876,74.6885,130.0,279.264,0.14199,222,0.8672,7,0,7,1.4597,4,4,0,0,104,0,0,0.012751,-0.007321,-0.073695,0.997632,31.392,0,0,RC4
500,7.597916,129.99,75.3095,129.0,243.424,0.68826,222,0.8672,7,0,7,1.3628,4,4,0,0,110,0,0,-0.009525,-0.015892,0.029095,0.998714,8.896,0,0,RC4
500,7.607309,133.324,74.3326,135.5,228.064,0.886427,221,0.8633,6,0,6,1.3191,4,4,0,0,143,0,0,-0.034709,0.088864,-0.051712,0.998476,12.768,0,0,RC4
550,7.619724,124.0655,70.7857,123.0,254.3055,0.500499,226,0.8828,7,0,7,1.4609,6,6,0,0,143,0,0,-0.006144,-0.038696,0.025469,0.999041,9.2364,0,0,RC4
550,7.631071,126.2982,73.7344,120.5,236.6182,0.789497,225,0.8789,6,0,6,1.4092,6,6,0,0,176,0,0,-0.019426,0.02902,0.03927,0.998902,5.1927,0,0,RC4
550,7.613899,123.9273,73.8774,123.5,265.4764,0.313086,227,0.8867,7,0,7,1.4926,6,6,0,0,109,0,0,0.066188,-0.000382,0.01411,0.997946,22.0073,0,0,RC4
550,7.660327,131.4309,74.1488,135.5,222.6545,0.928935,229,0.8945,6,0,6,1.367,6,6,0,0,216,0,0,0.011035,0.08609,-0.030361,0.998972,16.7709,0,0,RC4
550,7.628241,128.8836,75.5551,132.5,261.7527,0.372258,231,0.9023,8,0,8,1.4821,6,6,0,0,242,0,0,-0.04877,0.011495,-0.006212,0.998614,15.4909,0,0,RC4
550,7.604316,127.3382,74.113,125.0,260.8218,0.387696,223,0.8711,7,0,7,1.4795,6,6,0,0,252,0,0,0.048973,0.015234,-0.003246,0.998788,18.3418,0,0,RC4
550,7.66194,127.9091,71.5382,127.0,218.0,0.954981,228,0.8906,7,0,7,1.3526,6,6,0,0,159,0,0,-0.023025,-0.038273,0.067743,0.999036,13.5418,0,0,RC4
550,7.58983,122.1327,73.6447,117.0,305.5055,0.016468,229,0.8945,9,0,9,1.6012,6,6,0,0,58,0,0,-0.021306,0.013019,-0.039678,0.997835,20.1164,0,0,RC4
550,7.572775,127.4564,75.9651,129.5,292.4727,0.053313,222,0.8672,7,0,7,1.5667,6,6,0,0,186,0,0,-0.048762,-0.016029,-0.061916,0.998295,18.1382,0,0,RC4
550,7.602187,131.1691,73.3546,136.0,268.2691,0.271901,226,0.8828,7,0,7,1.5005,6,6,0,0,66,0,0,0.045321,-0.028727,-0.014827,0.999488,19.2727,0,0,RC4
550,7.603378,130.1418,73.2031,131.0,279.44,0.140348,228,0.8906,8,0,8,1.5314,6,6,0,0,222,0,0,-0.007618,0.010301,0.032472,0.998868,14.6182,0,0,RC4
550,7.658528,127.7618,73.7688,125.5,228.24,0.884804,232,0.9062,6,0,6,1.384,6,6,0,0,255,0,0,-0.053793,0.011896,-0.02076,0.998984,9.76,0,0,RC4
550,7.592646,129.54,75.0633,128.0,262.6836,0.357059,220,0.8594,7,0,7,1.4848,6,6,0,0,169,0,0,0.07567,0.064543,-0.00025,0.999222,8.0145,0,0,RC4
550,7.616909,129.6073,74.3352,129.0,252.4436,0.533483,225,0.8789,7,0,7,1.4555,6,6,0,0,92,0,0,-0.001308,0.007236,-0.044906,0.998664,10.1964,0,0,RC4
550,7.648316,126.1564,72.8103,125.5,244.0655,0.677836,231,0.9023,8,0,8,1.4312,6,6,0,0,191,0,0,-0.010755,0.025356,-0.006387,0.999096,12.3782,0,0,RC4
600,7.703298,125.9083,73.2445,128.0,220.9067,0.939774,237,0.9258,8,0,8,1.4221,0,8,1,0,31,0,0,0.009844,0.03533,-0.017309,0.998847,11.2533,0,0,RC4
600,7.621913,125.9367,75.7933,124.0,275.52,0.180179,226,0.8828,8,0,8,1.5882,0,8,1,0,1,0,0,0.009012,-0.032429,-0.016135,0.999388,19.28,0,0,RC4
600,7.696519,129.0667,71.669,130.0,219.2,0.94911,236,0.9219,7,0,7,1.4166,0,8,1,0,218,0,0,0.003138,-0.004182,-0.016596,0.999642,9.2,0,0,RC4
600,7.645191,128.7783,73.1303,122.5,271.2533,0.231372,233,0.9102,10,0,10,1.5759,0,8,1,0,183,0,0,-0.00304,-0.025568,-0.020852,0.998064,14.1067,0,0,RC4
600,7.674487,124.36,72.6115,123.0,237.12,0.782698,232,0.9062,9,0,9,1.4734,0,8,1,0,18,0,0,0.032387,-0.045964,0.025351,0.999132,25.0133,0,0,RC4
600,7.634971,131.7333,74.9924,138.5,271.2533,0.231372,228,0.8906,7,0,7,1.5759,0,8,1,0,250,0,0,-0.013991,0.001993,-0.010315,0.998644,19.0933,0,0,RC4
600,7.658464,125.2983,74.2107,124.0,237.9733,0.770873,228,0.8906,7,0,7,1.476,0,8,1,0,168,0,0,0.057548,0.035878,-0.001897,0.999512,6.2133,0,0,RC4
600,7.663895,125.7967,74.0069,120.0,260.16,0.398805,235,0.918,9,0,9,1.5433,0,8,1,0,4,0,0,-0.004651,0.001412,-0.022483,0.998593,18.9333,0,0,RC4
600,7.673531,132.945,72.9246,132.5,246.5067,0.637109,236,0.9219,8,0,8,1.5023,0,8,1,0,134,0,0,0.051557,-0.016692,-0.05757,0.999,5.4933,0,0,RC4
600,7.656617,122.4333,73.5781,120.0,251.6267,0.547948,230,0.8984,8,0,8,1.5178,0,8,1,0,104,0,0,-0.009541,0.026411,0.030016,0.999275,9.6533,0,0,RC4
600,7.632997,130.0467,75.7606,131.0,264.4267,0.32931,228,0.8906,7,0,7,1.5559,0,8,1,0,181,0,0,-0.010545,-0.013514,0.014785,0.998937,30.08,0,0,RC4
600,7.626051,125.6717,74.2252,127.0,278.08,0.153389,228,0.8906,8,0,8,1.5956,0,8,1,0,150,0,0,-0.032937,0.045288,0.005582,0.998985,12.48,0,0,RC4
600,7.627702,130.1617,75.4456,127.0,273.8133,0.199679,229,0.8945,7,0,7,1.5833,0,8,1,0,47,0,0,0.009685,-0.001215,0.017316,0.999019,9.5467,0,0,RC4
600,7.655401,128.2267,72.9737,130.0,253.3333,0.517715,231,0.9023,7,0,7,1.5229,0,8,1,0,84,0,0,0.025306,0.00822,-0.0104,0.999581,9.36,0,0,RC4
600,7.642025,126.9267,72.8676,129.0,265.28,0.316091,230,0.8984,8,0,8,1.5584,0,8,1,0,170,0,0,0.001017,0.032735,-0.046795,0.998023,21.44,0,0,RC4
650,7.704604,131.5969,73.0442,137.0,227.4892,0.89162,235,0.918,8,0,8,1.5021,2,10,0,0,245,0,0,0.029235,-0.024208,-0.06319,0.997562,13.6738,0,0,RC4
650,7.683011,126.9415,75.814,127.5,248.7569,0.598378,234,0.9141,8,0,8,1.5707,2,10,0,0,34,0,0,0.025013,0.011735,-0.098396,0.999522,15.1015,0,0,RC4
650,7.681008,123.0492,72.6592,121.0,270.8123,0.237123,240,0.9375,8,0,8,1.6389,2,10,0,0,10,0,0,-0.021632,-0.011731,-0.01784,0.998926,19.2862,0,0,RC4
650,7.664966,127.1323,72.7176,127.0,260.5723,0.391872,232,0.9062,9,0,9,1.6076,2,10,0,0,15,0,0,0.025016,0.025937,-0.052846,0.998921,13.4769,0,0,RC4
650,7.701384,127.5092,74.4617,129.0,243.2431,0.691176,237,0.9258,8,0,8,1.5532,2,10,0,0,179,0,0,-0.019766,0.066875,-0.030814,0.999242,18.2031,0,0,RC4
650,7.703091,127.5015,73.4604,125.0,245.6062,0.652312,238,0.9297,8,0,8,1.5608,2,10,0,0,202,0,0,-0.013251,0.041528,-0.033667,0.998829,20.6646,0,0,RC4
650,7.671503,131.5092,73.5103,131.5,256.6338,0.459496,232,0.9062,7,0,7,1.5954,2,10,0,0,158,0,0,-0.025043,0.051375,0.053926,0.997323,24.2092,0,0,RC4
650,7.703715,130.5923,73.8175,134.0,235.3662,0.805946,236,0.9219,8,0,8,1.5279,2,10,0,0,49,0,0,-0.038574,0.004261,-0.008376,0.999269,9.44,0,0,RC4
650,7.670767,129.2046,73.6357,130.0,270.8123,0.237123,236,0.9219,10,0,10,1.6389,2,10,0,0,225,0,0,-0.093718,0.040526,-0.043972,0.999076,13.4031,0,0,RC4
650,7.637091,124.2985,72.1161,124.0,287.3538,0.07995,230,0.8984,8,0,8,1.6882,2,10,0,0,192,0,0,0.037948,-0.059478,-0.02036,0.999203,11.3846,0,0,RC4
650,7.680079,131.54,75.2703,129.0,263.7231,0.340394,236,0.9219,10,0,10,1.6173,2,10,0,0,134,0,0,-0.022694,-0.003168,0.019461,0.998124,19.5077,0,0,RC4
650,7.665974,128.2569,74.0237,127.5,261.36,0.378743,231,0.9023,7,0,7,1.61,2,10,0,0,14,0,0,-0.00674,-0.083633,0.007869,0.998554,10.2769,0,0,RC4
650,7.719058,128.9354,74.5702,130.0,229.8523,0.869207,240,0.9375,7,0,7,1.5099,2,10,0,0,26,0,0,0.015069,-0.028219,0.052078,0.999079,12.32,0,0,RC4
650,7.674897,129.7385,71.2245,131.0,265.2985,0.315808,234,0.9141,8,0,8,1.6221,2,10,0,0,73,0,0,0.03636,-0.028313,0.078794,0.999342,19.8523,0,0,RC4
650,7.737547,127.6862,73.7544,128.5,212.5231,0.975402,242,0.9453,8,0,8,1.4518,2,10,0,0,20,0,0,-0.007125,-0.034716,0.007548,0.998955,11.9262,0,0,RC4
700,7.684544,131.0729,74.7704,135.5,274.9943,0.186045,238,0.9297,9,0,9,1.7138,4,12,0,0,214,0,0,0.001065,0.005989,-0.044273,0.99767,14.7886,0,0,RC4
700,7.750576,127.6029,76.1454,126.5,224.5257,0.915812,245,0.957,8,0,8,1.5486,4,12,0,0,87,0,0,0.005985,0.015371,-0.052878,0.999673,13.6229,0,0,RC4
700,7.675926,126.1286,72.2299,124.0,281.5771,0.121491,236,0.9219,7,0,7,1.7342,4,12,0,0,185,0,0,0.014374,0.024727,-0.004162,0.999292,30.8571,0,0,RC4
700,7.720097,128.0586,73.4726,130.0,245.0057,0.662337,240,0.9375,8,0,8,1.6177,4,12,0,0,15,0,0,0.060715,-0.01369,-0.06079,0.999563,14.3771,0,0,RC4
700,7.699981,124.3643,75.3741,124.0,268.4114,0.269884,240,0.9375,9,0,9,1.6932,4,12,0,0,178,0,0,0.023429,-0.006065,-0.068035,0.999456,15.6571,0,0,RC4
700,7.696294,129.7386,75.0947,130.0,276.4571,0.170029,241,0.9414,9,0,9,1.7184,4,12,0,0,112,0,0,-0.020262,-0.062375,0.008678,0.998429,14.6743,0,0,RC4
700,7.73492,125.7457,73.8478,124.0,255.2457,0.483887,247,0.9648,10,0,10,1.6512,4,12,0,0,24,0,0,-0.007702,-0.006299,-0.018241,0.998981,17.12,0,0,RC4
700,7.706097,127.3586,75.0813,127.0,258.9029,0.420179,238,0.9297,10,0,10,1.6629,4,12,0,0,63,0,0,0.074019,0.055689,-0.026012,0.999206,7.04,0,0,RC4
700,7.734986,130.7529,74.0943,129.0,228.9143,0.878441,242,0.9453,7,0,7,1.5637,4,12,0,0,94,0,0,0.011537,0.062491,0.015574,0.99827,12.2286,0,0,RC4
700,7.671871,127.2957,75.8499,119.5,293.28,0.049866,237,0.9258,10,0,10,1.7699,4,12,0,0,4,0,0,-0.00204,-0.008301,-0.009376,0.998359,14.1486,0,0,RC4
700,7.707696,125.6414,74.0275,131.0,258.9029,0.420179,240,0.9375,9,0,9,1.6629,4,12,0,0,252,0,0,0.022722,0.007404,-0.035812,0.997836,15.4286,0,0,RC4
700,7.693918,132.23,74.7458,132.0,269.1429,0.259648,238,0.9297,9,0,9,1.6955,4,12,0,0,159,0,0,0.002457,-0.006464,0.011929,0.998901,21.5314,0,0,RC4
700,7.723492,122.3257,73.9047,120.0,242.08,0.709667,241,0.9414,7,0,7,1.608,4,12,0,0,156,0,0,0.03655,0.034493,0.010075,0.999001,16.3429,0,0,RC4
700,7.72312,125.8986,73.3367,130.0,247.9314,0.612694,242,0.9453,8,0,8,1.6273,4,12,0,0,53,0,0,-0.025894,-0.015829,-0.025974,0.999005,9.8971,0,0,RC4
700,7.677622,128.5643,74.4832,133.0,275.7257,0.177917,234,0.9141,9,0,9,1.7161,4,12,0,0,113,0,0,-0.069787,0.040288,0.003904,0.998323,24.2514,0,0,RC4
750,7.73689,130.0933,73.9632,127.0,258.2987,0.430565,246,0.9609,8,0,8,1.7193,6,14,0,0,219,0,0,0.00191,0.039628,0.001899,0.998568,19.0827,0,0,RC4
750,7.701306,132.824,72.0627,135.5,282.192,0.116428,240,0.9375,10,0,10,1.7971,6,14,0,0,143,0,0,0.043085,0.05075,0.022289,0.999066,10.6773,0,0,RC4
750,7.730842,123.7547,73.2791,124.0,247.376,0.62226,241,0.9414,8,0,8,1.6826,6,14,0,0,208,0,0,0.006254,0.016556,-0.003391,0.998685,7.584,0,0,RC4
750,7.748223,129.6413,74.7193,130.0,238.5013,0.763394,245,0.957,8,0,8,1.6521,6,14,0,0,150,0,0,-0.002145,-0.052787,-0.002499,0.998259,11.36,0,0,RC4
750,7.730267,124.2213,74.7894,124.5,247.376,0.62226,241,0.9414,8,0,8,1.6826,6,14,0,0,150,0,0,0.021019,-0.018037,0.059011,0.998962,18.8267,0,0,RC4
750,7.742469,125.0827,74.8552,122.5,234.4053,0.818059,240,0.9375,7,0,7,1.6379,6,14,0,0,229,0,0,0.051503,-0.001523,0.008634,0.999377,10.848,0,0,RC4
750,7.727943,130.0133,75.4326,130.0,245.328,0.656967,238,0.9297,9,0,9,1.6756,6,14,0,0,176,0,0,0.011484,-0.071514,-0.019027,0.999261,12.5333,0,0,RC4
750,7.760959,126.9107,75.1562,125.0,233.04,0.834491,246,0.9609,9,0,9,1.6331,6,14,0,0,55,0,0,-0.047744,-0.020284,0.022885,0.998904,11.6373,0,0,RC4
750,7.711295,122.0507,71.6876,121.0,264.4427,0.329059,237,0.9258,9,0,9,1.7396,6,14,0,0,48,1,0,-0.03419,-0.017018,0.0264,0.998025,24.3947,0,0,RC4
750,7.697891,122.6813,75.1568,116.0,281.5093,0.122059,239,0.9336,8,0,8,1.7949,6,14,0,0,90,0,0,0.011715,-0.009154,0.074246,0.998644,15.2427,0,0,RC4
